HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season
Chelsea,Liverpool,2,1,H,E0_2025.csv
Aston Villa,Burnley,2,1,H,E0_2025.csv
Everton,Crystal Palace,2,1,H,E0_2025.csv
Newcastle,Nott'm Forest,2,0,H,E0_2025.csv
Wolves,Brighton,1,1,D,E0_2025.csv
Brentford,Man City,0,1,A,E0_2025.csv
Nott'm Forest,Chelsea,0,3,A,E0_2025.csv
Brighton,Newcastle,2,1,H,E0_2025.csv
Burnley,Leeds,2,0,H,E0_2025.csv
Crystal Palace,Bournemouth,3,3,D,E0_2025.csv
Man City,Everton,2,0,H,E0_2025.csv
Sunderland,Wolves,2,0,H,E0_2025.csv
Fulham,Arsenal,0,1,A,E0_2025.csv
Tottenham,Aston Villa,1,2,A,E0_2025.csv
Liverpool,Man United,1,2,A,E0_2025.csv
West Ham,Brentford,0,2,A,E0_2025.csv
Leeds,West Ham,2,1,H,E0_2025.csv
Chelsea,Sunderland,1,2,A,E0_2025.csv
Newcastle,Fulham,2,1,H,E0_2025.csv
Man United,Brighton,4,2,H,E0_2025.csv
Brentford,Liverpool,3,2,H,E0_2025.csv
Arsenal,Crystal Palace,1,0,H,E0_2025.csv
Aston Villa,Man City,1,0,H,E0_2025.csv
Bournemouth,Nott'm Forest,2,0,H,E0_2025.csv
Wolves,Burnley,2,3,A,E0_2025.csv
Everton,Tottenham,0,3,A,E0_2025.csv
Brighton,Leeds,3,0,H,E0_2025.csv
Burnley,Arsenal,0,2,A,E0_2025.csv
Crystal Palace,Brentford,2,0,H,E0_2025.csv
Fulham,Wolves,3,0,H,E0_2025.csv
Nott'm Forest,Man United,2,2,D,E0_2025.csv
Tottenham,Chelsea,0,1,A,E0_2025.csv
Liverpool,Aston Villa,2,0,H,E0_2025.csv
West Ham,Newcastle,3,1,H,E0_2025.csv
Man City,Bournemouth,3,1,H,E0_2025.csv
Sunderland,Everton,1,1,D,E0_2025.csv
Tottenham,Man United,2,2,D,E0_2025.csv
Everton,Fulham,2,0,H,E0_2025.csv
West Ham,Burnley,3,2,H,E0_2025.csv
Sunderland,Arsenal,2,2,D,E0_2025.csv
Chelsea,Wolves,3,0,H,E0_2025.csv
Aston Villa,Bournemouth,4,0,H,E0_2025.csv
Brentford,Newcastle,3,1,H,E0_2025.csv
Crystal Palace,Brighton,0,0,D,E0_2025.csv
Nott'm Forest,Leeds,3,1,H,E0_2025.csv
Man City,Liverpool,3,0,H,E0_2025.csv
Burnley,Chelsea,0,2,A,E0_2025.csv
Bournemouth,West Ham,2,2,D,E0_2025.csv
Brighton,Brentford,2,1,H,E0_2025.csv
Fulham,Sunderland,1,0,H,E0_2025.csv
Liverpool,Nott'm Forest,0,3,A,E0_2025.csv
Wolves,Crystal Palace,0,2,A,E0_2025.csv
Newcastle,Man City,2,1,H,E0_2025.csv
Leeds,Aston Villa,1,2,A,E0_2025.csv
Arsenal,Tottenham,4,1,H,E0_2025.csv
Man United,Everton,0,1,A,E0_2025.csv
Brentford,Burnley,3,1,H,E0_2025.csv
Man City,Leeds,3,2,H,E0_2025.csv
Sunderland,Bournemouth,3,2,H,E0_2025.csv
Everton,Newcastle,1,4,A,E0_2025.csv
Tottenham,Fulham,1,2,A,E0_2025.csv
Crystal Palace,Man United,1,2,A,E0_2025.csv
Aston Villa,Wolves,1,0,H,E0_2025.csv
Nott'm Forest,Brighton,0,2,A,E0_2025.csv
West Ham,Liverpool,0,2,A,E0_2025.csv
Chelsea,Arsenal,1,1,D,E0_2025.csv
Bournemouth,Everton,0,1,A,E0_2025.csv
Fulham,Man City,4,5,A,E0_2025.csv
Newcastle,Tottenham,2,2,D,E0_2025.csv
Arsenal,Brentford,2,0,H,E0_2025.csv
Brighton,Aston Villa,3,4,A,E0_2025.csv
Burnley,Crystal Palace,0,1,A,E0_2025.csv
Wolves,Nott'm Forest,0,1,A,E0_2025.csv
Leeds,Chelsea,3,1,H,E0_2025.csv
Liverpool,Sunderland,1,1,D,E0_2025.csv
Man United,West Ham,1,1,D,E0_2025.csv
Aston Villa,Arsenal,2,1,H,E0_2025.csv
Bournemouth,Chelsea,0,0,D,E0_2025.csv
Everton,Nott'm Forest,3,0,H,E0_2025.csv
Man City,Sunderland,3,0,H,E0_2025.csv
Newcastle,Burnley,2,1,H,E0_2025.csv
Tottenham,Brentford,2,0,H,E0_2025.csv
Leeds,Liverpool,3,3,D,E0_2025.csv
Brighton,West Ham,1,1,D,E0_2025.csv
Fulham,Crystal Palace,1,2,A,E0_2025.csv
Wolves,Man United,1,4,A,E0_2025.csv
Chelsea,Everton,2,0,H,E0_2025.csv
Liverpool,Brighton,2,0,H,E0_2025.csv
Burnley,Fulham,2,3,A,E0_2025.csv
Arsenal,Wolves,2,1,H,E0_2025.csv
Crystal Palace,Man City,0,3,A,E0_2025.csv
Nott'm Forest,Tottenham,3,0,H,E0_2025.csv
Sunderland,Newcastle,1,0,H,E0_2025.csv
West Ham,Aston Villa,2,3,A,E0_2025.csv
Brentford,Leeds,1,1,D,E0_2025.csv
Man United,Bournemouth,4,4,D,E0_2025.csv
Newcastle,Chelsea,2,2,D,E0_2025.csv
Bournemouth,Burnley,1,1,D,E0_2025.csv
Brighton,Sunderland,0,0,D,E0_2025.csv
Man City,West Ham,3,0,H,E0_2025.csv
Wolves,Brentford,0,2,A,E0_2025.csv
Tottenham,Liverpool,1,2,A,E0_2025.csv
Everton,Arsenal,0,1,A,E0_2025.csv
Leeds,Crystal Palace,4,1,H,E0_2025.csv
Aston Villa,Man United,2,1,H,E0_2025.csv
Fulham,Nott'm Forest,1,0,H,E0_2025.csv
Man United,Newcastle,1,0,H,E0_2025.csv
Nott'm Forest,Man City,1,2,A,E0_2025.csv
Arsenal,Brighton,2,1,H,E0_2025.csv
Brentford,Bournemouth,4,1,H,E0_2025.csv
Burnley,Everton,0,0,D,E0_2025.csv
Liverpool,Wolves,2,1,H,E0_2025.csv
West Ham,Fulham,0,1,A,E0_2025.csv
Chelsea,Aston Villa,1,2,A,E0_2025.csv
Sunderland,Leeds,1,1,D,E0_2025.csv
Crystal Palace,Tottenham,0,1,A,E0_2025.csv
Burnley,Newcastle,1,3,A,E0_2025.csv
Chelsea,Bournemouth,2,2,D,E0_2025.csv
Nott'm Forest,Everton,0,2,A,E0_2025.csv
West Ham,Brighton,2,2,D,E0_2025.csv
Arsenal,Aston Villa,4,1,H,E0_2025.csv
Man United,Wolves,1,1,D,E0_2025.csv
Crystal Palace,Fulham,1,1,D,E0_2025.csv
Liverpool,Leeds,0,0,D,E0_2025.csv
Brentford,Tottenham,0,0,D,E0_2025.csv
Sunderland,Man City,0,0,D,E0_2025.csv
Aston Villa,Nott'm Forest,3,1,H,E0_2025.csv
Brighton,Burnley,2,0,H,E0_2025.csv
Wolves,West Ham,3,0,H,E0_2025.csv
Bournemouth,Arsenal,2,3,A,E0_2025.csv
Leeds,Man United,1,1,D,E0_2025.csv
Everton,Brentford,2,4,A,E0_2025.csv
Newcastle,Crystal Palace,2,0,H,E0_2025.csv
Tottenham,Sunderland,1,1,D,E0_2025.csv
Fulham,Liverpool,2,2,D,E0_2025.csv
Man City,Chelsea,1,1,D,E0_2025.csv
West Ham,Nott'm Forest,1,2,A,E0_2025.csv
Bournemouth,Tottenham,3,2,H,E0_2025.csv
Brentford,Sunderland,3,0,H,E0_2025.csv
Crystal Palace,Aston Villa,0,0,D,E0_2025.csv
Everton,Wolves,1,1,D,E0_2025.csv
Fulham,Chelsea,2,1,H,E0_2025.csv
Man City,Brighton,1,1,D,E0_2025.csv
Burnley,Man United,2,2,D,E0_2025.csv
Newcastle,Leeds,4,3,H,E0_2025.csv
Arsenal,Liverpool,0,0,D,E0_2025.csv
Man United,Man City,2,0,H,E0_2025.csv
Chelsea,Brentford,2,0,H,E0_2025.csv
Leeds,Fulham,1,0,H,E0_2025.csv
Liverpool,Burnley,1,1,D,E0_2025.csv
Sunderland,Crystal Palace,2,1,H,E0_2025.csv
Tottenham,West Ham,1,2,A,E0_2025.csv
Nott'm Forest,Arsenal,0,0,D,E0_2025.csv
Wolves,Newcastle,0,0,D,E0_2025.csv
Aston Villa,Everton,0,1,A,E0_2025.csv
Brighton,Bournemouth,1,1,D,E0_2025.csv
West Ham,Sunderland,3,1,H,E0_2025.csv
Burnley,Tottenham,2,2,D,E0_2025.csv
Fulham,Brighton,2,1,H,E0_2025.csv
Man City,Wolves,2,0,H,E0_2025.csv
Bournemouth,Liverpool,3,2,H,E0_2025.csv
Brentford,Nott'm Forest,0,2,A,E0_2025.csv
Crystal Palace,Chelsea,1,3,A,E0_2025.csv
Newcastle,Aston Villa,0,2,A,E0_2025.csv
Arsenal,Man United,2,3,A,E0_2025.csv
Everton,Leeds,1,1,D,E0_2025.csv
Brighton,Everton,1,1,D,E0_2025.csv
Leeds,Arsenal,0,4,A,E0_2025.csv
Wolves,Bournemouth,0,2,A,E0_2025.csv
Chelsea,West Ham,3,2,H,E0_2025.csv
Liverpool,Newcastle,4,1,H,E0_2025.csv
Aston Villa,Brentford,0,1,A,E0_2025.csv
Man United,Fulham,3,2,H,E0_2025.csv
Nott'm Forest,Crystal Palace,1,1,D,E0_2025.csv
Tottenham,Man City,2,2,D,E0_2025.csv
Sunderland,Burnley,3,0,H,E0_2025.csv
Leeds,Nott'm Forest,3,1,H,E0_2025.csv
Man United,Tottenham,2,0,H,E0_2025.csv
Arsenal,Sunderland,3,0,H,E0_2025.csv
Bournemouth,Aston Villa,1,1,D,E0_2025.csv
Burnley,West Ham,0,2,A,E0_2025.csv
Fulham,Everton,1,2,A,E0_2025.csv
Wolves,Chelsea,1,3,A,E0_2025.csv
Newcastle,Brentford,2,3,A,E0_2025.csv
Brighton,Crystal Palace,0,1,A,E0_2025.csv
Liverpool,Man City,1,2,A,E0_2025.csv
Chelsea,Leeds,2,2,D,E0_2025.csv
Everton,Bournemouth,1,2,A,E0_2025.csv
Tottenham,Newcastle,1,2,A,E0_2025.csv
West Ham,Man United,1,1,D,E0_2025.csv
Aston Villa,Brighton,1,0,H,E0_2025.csv
Crystal Palace,Burnley,2,3,A,E0_2025.csv
Man City,Fulham,3,0,H,E0_2025.csv
Nott'm Forest,Wolves,0,0,D,E0_2025.csv
Sunderland,Liverpool,0,1,A,E0_2025.csv
Brentford,Arsenal,1,1,D,E0_2025.csv
Wolves,Arsenal,2,2,D,E0_2025.csv
Aston Villa,Leeds,1,1,D,E0_2025.csv
Brentford,Brighton,0,2,A,E0_2025.csv
Chelsea,Burnley,1,1,D,E0_2025.csv
West Ham,Bournemouth,0,0,D,E0_2025.csv
Man City,Newcastle,2,1,H,E0_2025.csv
Crystal Palace,Wolves,1,0,H,E0_2025.csv
Nott'm Forest,Liverpool,0,1,A,E0_2025.csv
Sunderland,Fulham,1,3,A,E0_2025.csv
Tottenham,Arsenal,1,4,A,E0_2025.csv
Everton,Man United,0,1,A,E0_2025.csv
Wolves,Aston Villa,2,0,H,E0_2025.csv
Bournemouth,Sunderland,1,1,D,E0_2025.csv
Burnley,Brentford,3,4,A,E0_2025.csv
Liverpool,West Ham,5,2,H,E0_2025.csv
Newcastle,Everton,2,3,A,E0_2025.csv
Leeds,Man City,0,1,A,E0_2025.csv
Brighton,Nott'm Forest,2,1,H,E0_2025.csv
Fulham,Tottenham,2,1,H,E0_2025.csv
Man United,Crystal Palace,2,1,H,E0_2025.csv
Arsenal,Chelsea,2,1,H,E0_2025.csv
Bournemouth,Brentford,0,0,D,E0_2025.csv
Everton,Burnley,2,0,H,E0_2025.csv
Leeds,Sunderland,0,1,A,E0_2025.csv
Wolves,Liverpool,2,1,H,E0_2025.csv
Aston Villa,Chelsea,1,4,A,E0_2025.csv
Brighton,Arsenal,0,1,A,E0_2025.csv
Fulham,West Ham,0,1,A,E0_2025.csv
Man City,Nott'm Forest,2,2,D,E0_2025.csv
Newcastle,Man United,2,1,H,E0_2025.csv
Tottenham,Crystal Palace,1,3,A,E0_2025.csv
Burnley,Bournemouth,0,0,D,E0_2025.csv
Sunderland,Brighton,0,1,A,E0_2025.csv
Arsenal,Everton,2,0,H,E0_2025.csv
Chelsea,Newcastle,0,1,A,E0_2025.csv
West Ham,Man City,1,1,D,E0_2025.csv
Crystal Palace,Leeds,0,0,D,E0_2025.csv
Man United,Aston Villa,3,1,H,E0_2025.csv
Nott'm Forest,Fulham,0,0,D,E0_2025.csv
Liverpool,Tottenham,1,1,D,E0_2025.csv
Brentford,Wolves,2,2,D,E0_2025.csv
Bournemouth,Man United,2,2,D,E0_2025.csv
Brighton,Liverpool,2,1,H,E0_2025.csv
Fulham,Burnley,3,1,H,E0_2025.csv
Everton,Chelsea,3,0,H,E0_2025.csv
Leeds,Brentford,0,0,D,E0_2025.csv
Newcastle,Sunderland,1,2,A,E0_2025.csv
Aston Villa,West Ham,2,0,H,E0_2025.csv
Tottenham,Nott'm Forest,0,3,A,E0_2025.csv
West Ham,Wolves,4,0,H,E0_2025.csv
Arsenal,Bournemouth,1,2,A,E0_2025.csv
Brentford,Everton,2,2,D,E0_2025.csv
Burnley,Brighton,0,2,A,E0_2025.csv
Liverpool,Fulham,2,0,H,E0_2025.csv
Crystal Palace,Newcastle,2,1,H,E0_2025.csv
Nott'm Forest,Aston Villa,1,1,D,E0_2025.csv
Sunderland,Tottenham,1,0,H,E0_2025.csv
Chelsea,Man City,0,3,A,E0_2025.csv
Man United,Leeds,1,2,A,E0_2025.csv
